product_description,category,price,customer_age,is_member,treatment,outcome
"Milk chocolate candy bar, standard size individually wrapped",food,1.78,57,0,1,16.48
"Simple BPA-free plastic water bottle, twist cap 500ml",accessories,6.41,21,1,1,10.79
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,50.72,24,0,0,49.11
"Organic cold pressed green juice, turmeric ginger daily blend",food,17.08,67,1,1,33.28
"Basic foam sole flip flops, solid color unisex design",clothing,5.15,33,1,1,16.18
"High-end noise cancelling headphones, studio quality 40hr battery",electronics,338.72,33,0,0,343.03
"Basic white cotton washcloth, standard size single pack",home,2.17,60,1,1,16.27
"Artisan sourdough loaf, stone baked with ancient grain flour",food,10.12,66,0,1,28.1
"Hand blown borosilicate glass vase, contemporary geometric design",home,80.95,34,0,0,77.16
"Ceremonial grade Japanese matcha powder, stone ground Uji region",food,42.28,54,1,1,58.75
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,69.41,64,1,1,86.78
"Artisan raw wildflower honey collection, three regional varieties",food,31.19,66,1,0,23.29
"Generic instant coffee, standard freeze-dried blend 200g jar",food,5.38,20,1,0,14.66
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,2.2,51,1,1,15.35
"Basic latex exercise band, light resistance single band",fitness,4.58,57,1,1,13.43
"Standard plastic clothes hangers, adult size pack of 10",home,3.32,43,0,0,11.36
"Basic cotton crew neck t-shirt, everyday casual wear unisex",clothing,14.84,68,1,0,32.69
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,49.35,26,0,0,54.73
"Budget wired earbuds, basic stereo sound with inline mic",electronics,8.2,69,0,0,12.46
"High-end noise cancelling headphones, studio quality 40hr battery",electronics,375.63,67,0,1,426.88
"Pre-sliced white sandwich bread, standard enriched loaf",food,1.79,60,1,1,18.12
"Generic drawstring tall kitchen trash bags, 30 count roll",home,5.83,62,0,1,21.46
"Artisan sourdough loaf, stone baked with ancient grain flour",food,10.2,40,1,0,12.21
"Estate bottled extra virgin olive oil, cold extracted Tuscan blend",food,33.04,39,0,1,46.31
"Heritage pre-seasoned cast iron skillet, triple-coated surface",home,82.29,19,0,1,94.03
"Luxury silk scarf, limited edition botanical pattern by artisan designer",accessories,154.64,47,0,1,172.25
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,14.17,26,1,1,27.56
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,27.69,31,0,0,25.23
"Clear plastic shower curtain liner, standard size with rings",home,5.85,60,1,1,27.58
"Standard plastic measuring cup set, four piece nested",home,4.85,63,0,1,26.71
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,203.92,24,1,1,219.0
"Multi-color kitchen sponge pack, dual-sided pack of six",home,3.76,67,0,1,13.8
"Generic fluoride mint toothpaste, standard 150ml tube",accessories,1.85,61,1,0,6.67
"Disposable white paper cups, standard 8oz pack of 50",home,3.61,57,1,1,18.26
"Generic alkaline AA batteries, standard pack of eight",electronics,5.96,23,1,1,16.46
"Artisan raw wildflower honey collection, three regional varieties",food,32.47,35,0,1,37.02
"Budget wired earbuds, basic stereo sound with inline mic",electronics,8.33,27,0,0,5.73
"Artisan smoked sea salt collection, applewood and hickory varieties",food,29.57,30,0,0,34.71
"Basic cotton crew neck t-shirt, everyday casual wear unisex",clothing,10.56,39,1,1,31.31
"Clear plastic shower curtain liner, standard size with rings",home,6.56,25,0,1,20.66
"High-end noise cancelling headphones, studio quality 40hr battery",electronics,267.98,35,0,1,264.0
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,22.99,29,0,1,33.49
"Simple BPA-free plastic water bottle, twist cap 500ml",accessories,6.2,64,1,1,14.1
"Luxury hand-poured soy candle, wild fig and cassis scent",home,68.75,58,1,1,86.23
"Mulberry silk padded sleep mask, adjustable elastic headband",accessories,35.17,43,0,0,42.14
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,54.57,39,1,1,50.92
"Organic cold pressed green juice, turmeric ginger daily blend",food,12.47,30,1,0,13.28
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,1.69,26,0,1,19.32
"Pre-sliced white sandwich bread, standard enriched loaf",food,2.4,25,1,1,15.09
"Organic cold pressed green juice, turmeric ginger daily blend",food,12.23,69,1,1,20.65
"Luxury hand-poured soy candle, wild fig and cassis scent",home,65.07,65,1,1,85.52
"Bespoke leather journal, hand stitched with archival cotton paper",accessories,64.87,18,1,0,76.03
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,43.35,35,1,1,55.26
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,13.17,59,0,1,31.67
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,3.15,47,0,1,15.65
"Handmade pure beeswax candles, lavender and eucalyptus infused",home,32.48,56,0,0,31.09
"Artisan dark chocolate box, single origin Ecuadorian cacao 72%",food,36.59,19,0,0,37.99
"Generic snap-on phone case, standard universal fit clear",electronics,7.17,40,0,1,27.05
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,14.24,22,0,1,25.24
"Luxury Egyptian cotton bath towel set, 800gsm hotel quality",home,80.52,68,0,1,94.07
"Generic alkaline AA batteries, standard pack of eight",electronics,5.34,53,0,1,24.39
"Luxury Egyptian cotton bath towel set, 800gsm hotel quality",home,86.11,53,1,0,79.27
"Artisan dark chocolate box, single origin Ecuadorian cacao 72%",food,38.6,70,1,1,55.65
"Luxury hand-poured soy candle, wild fig and cassis scent",home,65.16,57,1,1,77.59
"Standard aluminum foil roll, 30 feet household grade",home,3.67,21,1,1,16.11
"Simple BPA-free plastic water bottle, twist cap 500ml",accessories,5.17,54,1,1,38.19
"Basic cotton crew neck t-shirt, everyday casual wear unisex",clothing,15.01,60,0,1,29.43
"Basic heat resistant silicone spatula, single piece design",home,4.36,54,0,1,12.82
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,3.84,32,0,1,9.91
"Hand blown borosilicate glass vase, contemporary geometric design",home,72.03,58,0,0,71.48
"Generic snap-on phone case, standard universal fit clear",electronics,5.62,57,1,0,10.25
"Natural Belgian linen tablecloth, hand-hemmed edges",home,125.59,66,1,0,128.25
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,69.72,43,1,0,80.79
"Generic drawstring tall kitchen trash bags, 30 count roll",home,5.43,21,0,1,9.94
"Clear plastic food storage container set, snap lid microwave safe",home,8.71,47,0,1,17.69
"Budget wired earbuds, basic stereo sound with inline mic",electronics,6.87,65,1,1,21.82
"Handwoven sustainable rattan storage basket, fair trade certified",home,39.03,55,1,0,44.96
"Handmade pure beeswax candles, lavender and eucalyptus infused",home,28.0,60,0,0,19.37
"Estate bottled extra virgin olive oil, cold extracted Tuscan blend",food,33.89,58,0,1,52.43
"Artisan smoked sea salt collection, applewood and hickory varieties",food,21.36,64,0,1,30.29
"Designer sunglasses, polarized titanium frame UV protection",accessories,215.83,55,1,0,228.15
"Store brand orange juice from concentrate, standard carton",food,2.47,70,0,0,11.88
"Basic latex exercise band, light resistance single band",fitness,4.53,25,0,1,16.45
"Store brand orange juice from concentrate, standard carton",food,3.11,39,1,1,21.94
"Basic latex exercise band, light resistance single band",fitness,5.02,63,0,1,17.38
"Basic cotton crew neck t-shirt, everyday casual wear unisex",clothing,15.23,23,0,1,40.55
"Premium vacuum insulated stainless steel bottle, keeps cold 24hr",accessories,42.85,64,0,0,43.37
"Clear stackable plastic storage bin, medium size with lid",home,7.82,62,1,1,18.57
"Soft two-ply facial tissues, standard box of 160 sheets",home,3.17,54,0,0,10.97
"Basic foam sole flip flops, solid color unisex design",clothing,4.82,66,1,1,22.06
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,45.07,65,0,0,50.06
"Luxury hand-poured soy candle, wild fig and cassis scent",home,52.21,30,1,1,66.37
"Bespoke leather journal, hand stitched with archival cotton paper",accessories,71.47,49,1,0,82.13
"Clear plastic shower curtain liner, standard size with rings",home,6.63,40,0,1,22.64
"Unscented white tea light candles, paraffin bulk pack of 20",home,3.8,47,1,1,24.99
"Premium natural rubber yoga mat, non-slip cork surface",fitness,83.46,61,1,1,94.31
"Premium leather wallet, handcrafted Italian design with gold stitching",accessories,110.13,37,0,0,112.18
"Multi-color kitchen sponge pack, dual-sided pack of six",home,3.07,22,1,1,20.04
"Artisan dark chocolate box, single origin Ecuadorian cacao 72%",food,39.85,56,0,1,49.94
"Luxury silk scarf, limited edition botanical pattern by artisan designer",accessories,135.24,42,1,1,151.95
"Soft two-ply facial tissues, standard box of 160 sheets",home,3.81,54,1,1,15.4
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,49.99,58,0,1,50.81
"Plain polyester ankle socks, value multipack of six pairs",clothing,7.71,52,0,1,29.29
"Clear stackable plastic storage bin, medium size with lid",home,6.19,63,0,0,13.0
"Standard plastic measuring cup set, four piece nested",home,5.13,32,0,0,12.1
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,19.86,70,0,1,41.6
"Generic alkaline AA batteries, standard pack of eight",electronics,4.29,38,1,1,12.57
"Artisan raw wildflower honey collection, three regional varieties",food,28.24,44,1,0,25.7
"Generic lemon scented dish soap, standard 500ml squeeze bottle",home,3.86,56,0,1,15.3
"Generic snap-on phone case, standard universal fit clear",electronics,5.6,36,0,1,26.56
"Basic cotton crew neck t-shirt, everyday casual wear unisex",clothing,15.05,67,0,0,27.93
"Simple BPA-free plastic water bottle, twist cap 500ml",accessories,4.15,20,1,1,17.96
"Bespoke leather journal, hand stitched with archival cotton paper",accessories,66.52,44,1,1,75.13
"Handmade ceramic mug, unique wood-fired glaze by local potter",home,38.11,34,0,0,35.38
"Bespoke leather journal, hand stitched with archival cotton paper",accessories,71.49,43,1,0,79.88
"Premium vacuum insulated stainless steel bottle, keeps cold 24hr",accessories,44.08,67,0,0,56.43
"Basic heat resistant silicone spatula, single piece design",home,4.66,33,0,1,17.05
"Luxury silk scarf, limited edition botanical pattern by artisan designer",accessories,98.03,38,1,0,112.59
"Clear plastic shower curtain liner, standard size with rings",home,7.22,44,1,1,22.9
"Handwoven sustainable rattan storage basket, fair trade certified",home,53.3,33,0,0,63.75
"Generic drawstring tall kitchen trash bags, 30 count roll",home,4.88,47,1,1,17.5
"Bespoke leather journal, hand stitched with archival cotton paper",accessories,59.27,22,1,1,79.9
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,145.83,66,0,0,157.64
"Artisan smoked sea salt collection, applewood and hickory varieties",food,25.71,45,0,0,28.21
"Multi-color kitchen sponge pack, dual-sided pack of six",home,2.98,49,0,0,4.37
"Pre-sliced white sandwich bread, standard enriched loaf",food,1.79,27,0,0,3.06
"White unprinted paper napkins, two ply bulk pack of 200",home,3.96,60,0,1,21.42
"Basic foam sole flip flops, solid color unisex design",clothing,3.7,69,0,1,24.19
"Basic foam sole flip flops, solid color unisex design",clothing,3.89,38,0,0,12.37
"Basic foam sole flip flops, solid color unisex design",clothing,4.45,20,1,0,5.28
"Basic foam sole flip flops, solid color unisex design",clothing,3.48,70,0,1,20.3
"Estate bottled extra virgin olive oil, cold extracted Tuscan blend",food,32.71,52,0,1,42.2
"Unscented white tea light candles, paraffin bulk pack of 20",home,2.57,39,0,1,16.79
"Budget wired earbuds, basic stereo sound with inline mic",electronics,9.62,28,0,1,14.42
"Designer sunglasses, polarized titanium frame UV protection",accessories,235.62,68,1,1,240.44
"Basic foam sole flip flops, solid color unisex design",clothing,3.82,36,0,0,2.73
"Artisan dark chocolate box, single origin Ecuadorian cacao 72%",food,39.76,54,0,0,56.16
"Generic lemon scented dish soap, standard 500ml squeeze bottle",home,3.57,62,1,1,28.46
"Artisan bronze-die extruded pasta variety, imported Italian semolina",food,18.63,41,0,1,30.14
"Plain polyester ankle socks, value multipack of six pairs",clothing,6.66,28,1,1,20.91
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,12.52,60,0,0,15.02
"Premium leather wallet, handcrafted Italian design with gold stitching",accessories,82.76,70,1,0,83.84
"Clear plastic shower curtain liner, standard size with rings",home,7.56,69,1,1,17.41
"Handcrafted solid walnut end-grain cutting board, food safe oil",home,111.78,26,1,0,122.14
"High-end noise cancelling headphones, studio quality 40hr battery",electronics,254.88,59,0,0,262.42
"Disposable white paper cups, standard 8oz pack of 50",home,4.43,30,1,1,19.82
"Artisan sourdough loaf, stone baked with ancient grain flour",food,9.69,68,1,1,20.16
"Artisan sourdough loaf, stone baked with ancient grain flour",food,9.54,70,1,1,25.47
"Clear stackable plastic storage bin, medium size with lid",home,8.14,28,1,0,4.94
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,2.52,50,1,1,15.25
"Heritage pre-seasoned cast iron skillet, triple-coated surface",home,66.71,69,1,0,87.78
"Clear plastic shower curtain liner, standard size with rings",home,7.66,60,0,1,22.01
"Luxury hand-poured soy candle, wild fig and cassis scent",home,50.79,44,1,0,54.71
"Organic cold pressed green juice, turmeric ginger daily blend",food,16.35,40,0,1,18.03
"Artisan smoked sea salt collection, applewood and hickory varieties",food,31.49,34,0,0,27.38
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,181.75,66,0,0,177.68
"Store brand orange juice from concentrate, standard carton",food,3.49,69,1,1,17.41
"High-end noise cancelling headphones, studio quality 40hr battery",electronics,242.1,57,0,0,244.01
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,26.12,23,1,1,47.42
"Premium leather wallet, handcrafted Italian design with gold stitching",accessories,96.75,45,1,0,85.65
"Luxury Egyptian cotton bath towel set, 800gsm hotel quality",home,91.77,51,1,1,101.42
"Heritage pre-seasoned cast iron skillet, triple-coated surface",home,77.56,54,0,0,80.06
"Heritage pre-seasoned cast iron skillet, triple-coated surface",home,63.68,39,1,0,72.03
"Multi-color kitchen sponge pack, dual-sided pack of six",home,3.66,20,0,0,10.0
"Disposable white paper cups, standard 8oz pack of 50",home,3.41,59,0,1,16.7
"Organic single origin Ethiopian coffee beans, light roast notes of blueberry",food,28.21,63,1,0,25.07
"Clear plastic shower curtain liner, standard size with rings",home,7.64,66,0,0,20.86
"Multi-color kitchen sponge pack, dual-sided pack of six",home,3.29,67,0,1,10.79
"Budget wired earbuds, basic stereo sound with inline mic",electronics,8.24,63,1,1,29.63
